postal_code,lat,lng,latlon
L6A 3N9,43.84965800000001,-79.534885,43.84965800000001|-79.534885
L6A,43.848461466860456,-79.53577727079386,43.848461466860456|-79.53577727079386
L6A 1L1,43.847532106747806,-79.50802256381516,43.847532106747806|-79.50802256381516
L4K 2N9,43.832833,-79.522492,43.832833|-79.522492
L4K 5A3,43.83580243783748,-79.50846732487747,43.83580243783748|-79.50846732487747
L6A 3N9,43.84739746573966,-79.53576930868671,43.84739746573966|-79.53576930868671
L6A 2C8,43.852731640951326,-79.53590104990589,43.852731640951326|-79.53590104990589
L6A 3Y9,43.86054011413722,-79.51399096704033,43.86054011413722|-79.51399096704033
L6A,43.842134,-79.539847,43.842134|-79.539847
L6A,43.841822,-79.539826,43.841822|-79.539826
L6A,43.844078976303365,-79.5407878871273,43.844078976303365|-79.5407878871273
L6A,43.844298557539545,-79.54128300869144,43.844298557539545|-79.54128300869144
L6A,43.841053,-79.541732,43.841053|-79.541732
L6A,43.85078886458788,-79.53456433657391,43.85078886458788|-79.53456433657391
L4X 2V9,43.623825994898475,-79.56916479582966,43.623825994898475|-79.56916479582966
M9C 2A4,43.62905652881005,-79.58113105899704,43.62905652881005|-79.58113105899704
L4X,43.62173243688487,-79.5694476616739,43.62173243688487|-79.5694476616739
L4X 2V3,43.62623443261958,-79.56505386378636,43.62623443261958|-79.56505386378636
L4X,43.622246201527375,-79.5687316407211,43.622246201527375|-79.5687316407211
L4W,43.63777778235432,-79.58690820227224,43.63777778235432|-79.58690820227224
L4X 1M3,43.62553858738507,-79.56600338890787,43.62553858738507|-79.56600338890787
M9C,43.6447049,-79.5676593,43.6447049|-79.5676593
L4X 2Z4,43.62056202731594,-79.57209669243875,43.62056202731594|-79.57209669243875
L4X 1M3,43.62642109474193,-79.56673522662112,43.62642109474193|-79.56673522662112
M9B,43.63174416558189,-79.55222983470992,43.63174416558189|-79.55222983470992
M9B,43.643848,-79.560113,43.643848|-79.560113
M9C,43.643061019600275,-79.56619097935341,43.643061019600275|-79.56619097935341
M9C 1A8,43.619529842206,-79.55797255039217,43.619529842206|-79.55797255039217
L4X 2Z4,43.62109,-79.57226999999997,43.62109|-79.57226999999997
